File Name,IF_no_value,IF_no_forest,IF_ok_forest,IF_error,IFH_no_value,IFH_no_forest,IFH_Unhealthy_plant,IFH_Healthy_plant,IFH_error,IS_Useless_surface,IS_Usefull_surface,IS_error
Russia4.jpg_5_IS_.png,,,,,,,,,,7451318,1574218,0
Russia4.jpg_6_IF_.png,7451318,498199,1076019,0
Russia4.jpg_7_IFH_.png,,,,,7451318,498199,574703,501316,0
Cile.jpg_5_IS_.png,,,,,,,,,,834141,3030435,0
Cile.jpg_6_IF_.png,834141,623157,2407278,0
Cile.jpg_7_IFH_.png,,,,,834141,623157,1755574,651704,0
Russia3.jpg_5_IS_.png,,,,,,,,,,6797215,780385,0
Russia3.jpg_6_IF_.png,6797215,221589,558796,0
Russia3.jpg_7_IFH_.png,,,,,6797215,221589,291836,266960,0
Russia5.jpg_5_IS_.png,,,,,,,,,,882689,3637247,0
Russia5.jpg_6_IF_.png,882689,1988771,1648476,0
Russia5.jpg_7_IFH_.png,,,,,882689,1988771,865539,782937,0
Giappone.jpg_5_IS_.png,,,,,,,,,,2710252,1166612,0
Giappone.jpg_6_IF_.png,2710252,55408,1111204,0
Giappone.jpg_7_IFH_.png,,,,,2710252,55408,439640,671564,0
Russia2.jpg_5_IS_.png,,,,,,,,,,3060393,6509911,0
Russia2.jpg_6_IF_.png,3060393,4271167,2238744,0
Russia2.jpg_7_IFH_.png,,,,,3060393,4271167,1404553,834191,0
Kazakistan.jpg_5_IS_.png,,,,,,,,,,6117498,1326982,0
Kazakistan.jpg_6_IF_.png,6117498,516698,810284,0
Kazakistan.jpg_7_IFH_.png,,,,,6117498,516698,430087,380197,0
Cina1.jpg_5_IS_.png,,,,,,,,,,5137154,1332478,0
Cina1.jpg_6_IF_.png,5137154,432350,900128,0
Cina1.jpg_7_IFH_.png,,,,,5137154,432350,497306,402822,0
Mongolia1.jpg_5_IS_.png,,,,,,,,,,6395085,1585971,0
Mongolia1.jpg_6_IF_.png,6395085,565307,1020664,0
Mongolia1.jpg_7_IFH_.png,,,,,6395085,565307,557411,463253,0
Mongolia2.jpg_5_IS_.png,,,,,,,,,,4319010,620766,0
Mongolia2.jpg_6_IF_.png,4319010,222017,398749,0
Mongolia2.jpg_7_IFH_.png,,,,,4319010,222017,209478,189271,0
Russia1.jpg_5_IS_.png,,,,,,,,,,6251334,1281210,0
Russia1.jpg_6_IF_.png,6251334,573241,707969,0
Russia1.jpg_7_IFH_.png,,,,,6251334,573241,342319,365650,0
Cina2.jpg_5_IS_.png,,,,,,,,,,7909037,1032531,0
Cina2.jpg_6_IF_.png,7909037,262669,769862,0
Cina2.jpg_7_IFH_.png,,,,,7909037,262669,369811,400051,0
